Date,Close,High,Low,Market Cap,Open,Volume
2017-01-19,8.99,8.99,7.7,,8.94,10779
2017-01-20,2.6,31.88,0.896069,405075.0,8.98,22802
2017-01-21,1.38,3.02,0.736317,163697.0,2.42,29111
2017-01-22,0.8322149999999999,1.82,0.8276680000000001,93644.0,1.38,14630
2017-01-23,0.921012,1.09,0.826105,56391.0,0.832958,2876
2017-01-24,1.61,1.84,0.90085,61653.0,0.9106770000000001,28184
2017-01-25,1.05,1.79,0.8868229999999999,108689.0,1.61,22357
2017-01-26,1.01,1.46,0.90536,70864.0,1.05,3800
2017-01-27,0.91975,1.2,0.916969,68390.0,1.01,2828
2017-01-28,1.01,1.02,0.828527,62271.0,0.919811,801
2017-01-29,0.9194959999999999,1.11,0.919148,68660.0,1.01,1388
2017-01-30,0.8284360000000001,1.0,0.8284360000000001,62294.0,0.920151,222
2017-01-31,1.06,1.06,0.8289549999999999,56120.0,0.8289549999999999,1124
2017-02-01,0.988044,1.07,0.8806379999999999,71635.0,1.06,1040
2017-02-02,1.04,1.67,0.8950549999999999,66957.0,0.9890209999999999,8585
2017-02-03,1.06,1.06,1.01,70531.0,1.04,920
2017-02-04,1.07,1.08,0.830916,71895.0,1.06,3383
2017-02-05,1.05,1.07,0.8229790000000001,72727.0,1.07,722
2017-02-06,1.05,1.06,0.9345,71015.0,1.05,1315
2017-02-07,1.31,1.31,0.9435100000000001,71122.0,1.05,3563
2017-02-08,1.06,1.67,0.8276370000000001,88581.0,1.31,3682
2017-02-09,0.497188,1.09,0.44778900000000005,72080.0,1.06,3150
2017-02-10,0.47981899999999994,0.499449,0.471717,33702.0,0.497813,4098
2017-02-11,0.502225,0.504645,0.461642,32491.0,0.47992799999999997,1287
2017-02-12,0.49959,0.50238,0.45631099999999997,33969.0,0.50176,844
2017-02-13,0.45630600000000004,0.50105,0.45590200000000003,33812.0,0.499442,664
2017-02-14,0.502275,0.503195,0.45677,30926.0,0.45681000000000005,78
2017-02-15,0.50374,0.50442,0.50079,34060.0,0.503105,20
2017-02-16,0.51371,0.516675,0.464269,34109.0,0.503825,743
2017-02-17,0.523105,0.5265850000000001,0.311985,34734.0,0.51305,109
2017-02-18,0.5272100000000001,0.53055,0.472815,35516.0,0.524605,144
2017-02-19,0.482786,0.528405,0.48272200000000004,35704.0,0.5273800000000001,53
2017-02-20,0.53999,0.540245,0.32396199999999997,32710.0,0.48316400000000004,98
2017-02-21,0.55765,0.558625,0.538465,36534.0,0.53964,231
2017-02-22,0.55872,0.562695,0.36889299999999997,37736.0,0.5574,384
2017-02-23,0.6479,0.653397,0.55848,37820.0,0.558635,243
2017-02-24,0.609391,0.666743,0.6044729999999999,44089.0,0.651241,410
2017-02-25,0.57192,0.608137,0.562295,41137.0,0.607629,217
2017-02-26,0.5826,0.583735,0.5651,38734.0,0.5721350000000001,71
2017-02-27,0.589985,0.59099,0.525147,39394.0,0.58189,14
2017-02-28,0.589985,0.593555,0.536471,39967.0,0.59036,223
2017-03-01,0.83616,0.83616,0.589835,39944.0,0.59002,1102
2017-03-02,0.87516,0.896785,0.7933439999999999,56709.0,0.837651,917
2017-03-03,0.773925,1.42,0.635145,59234.0,0.87495,2162
2017-03-04,0.62757,0.779066,0.615,52495.0,0.775406,726
2017-03-05,0.63356,0.633645,0.619024,42457.0,0.6271399999999999,424
2017-03-06,0.8269299999999999,0.827183,0.591642,42904.0,0.633735,1605
2017-03-07,0.755382,0.832455,0.6372,56000.0,0.827177,970
2017-03-08,0.9960450000000001,1.04,0.7531439999999999,51126.0,0.755191,1079
2017-03-09,0.820011,1.0,0.811082,67453.0,0.996348,364
2017-03-10,0.823785,0.826565,0.8206110000000001,55555.0,0.8206110000000001,1
2017-03-11,0.587915,1.01,0.540987,52832.0,0.780382,851
2017-03-12,0.61069,0.61138,0.554894,39829.0,0.58831,1011
2017-03-13,0.566824,0.618685,0.56526,41357.0,0.6108899999999999,215
2017-03-14,0.5695060000000001,0.61474,0.556264,38382.0,0.5669350000000001,619
2017-03-15,0.5016,0.592441,0.496792,38561.0,0.569579,120
2017-03-16,0.443341,0.6225350000000001,0.43812,34005.0,0.50229,284
2017-03-17,0.514018,0.573444,0.40676799999999996,29821.0,0.440486,15
2017-03-18,0.31196799999999997,0.546225,0.30014,34782.0,0.513766,534
2017-03-19,0.31101599999999996,0.350065,0.29736999999999997,21183.0,0.31290100000000004,1055
2017-03-20,0.316269,0.318909,0.311004,21066.0,0.311166,74
2017-03-21,0.230837,0.33024000000000003,0.225967,21434.0,0.316608,431
2017-03-22,0.314742,0.315945,0.219257,15629.0,0.23085999999999998,13
2017-03-23,0.29694699999999996,0.315915,0.282066,21327.0,0.315015,36
2017-03-24,0.206806,0.30575,0.20610900000000001,20101.0,0.29690700000000003,7
2017-03-25,0.219577,0.286206,0.174374,13986.0,0.20659,110
2017-03-26,0.25299699999999997,0.451463,0.214234,14884.0,0.219856,131
2017-03-27,0.432039,0.432299,0.200276,17222.0,0.254392,156
2017-03-28,0.418839,0.43980699999999995,0.308319,29216.0,0.431547,14
2017-03-29,0.415894,0.42203100000000004,0.302615,28326.0,0.418411,5
2017-03-30,0.23402399999999998,0.41962200000000005,0.228537,28217.0,0.41678999999999994,86
2017-03-31,0.267947,0.310686,0.234071,15847.0,0.234071,4
2017-04-01,0.270125,0.27293,0.26527199999999995,18139.0,0.26792699999999997,39
2017-04-02,0.22043400000000002,0.270232,0.21631599999999998,18289.0,0.27015300000000003,137
2017-04-03,0.331705,0.333855,0.22059,14934.0,0.22059,34
2017-04-04,0.301894,0.334538,0.22668000000000002,22490.0,0.332201,43
2017-04-05,0.194641,0.302182,0.046079,20454.0,0.302131,545
2017-04-06,0.20326,0.204238,0.057333,13189.0,0.19482,171
2017-04-07,0.089435,0.214721,0.068345,13717.0,0.202618,227
2017-04-08,0.195493,0.245112,0.060108,6033.0,0.089112,24
2017-04-09,0.16003499999999998,0.221953,0.117191,13242.0,0.195596,39
2017-04-10,0.154327,0.234539,0.15357300000000002,10829.0,0.159958,0
2017-04-11,0.120501,0.154921,0.120277,10451.0,0.15437,1
2017-04-12,0.23933800000000002,0.288545,0.080313,8157.0,0.12048099999999999,70
2017-04-13,0.14613099999999998,0.248865,0.113073,16212.0,0.239468,13
2017-04-14,0.210157,0.211473,0.11875699999999999,9902.0,0.14626199999999998,28
2017-04-15,0.140402,0.228527,0.14039000000000001,14225.0,0.210114,16
2017-04-16,0.219317,0.219957,0.124357,9506.0,0.140413,15
2017-04-17,0.147054,0.21941300000000002,0.14443499999999998,14852.0,0.219375,34
2017-04-18,0.149169,0.149275,0.147037,9954.0,0.147037,2
2017-04-20,0.208722,0.210711,0.206048,13950.0,0.206048,15
2017-04-21,0.2084,0.209887,0.20838800000000002,14134.0,0.20878000000000002,15
2017-04-22,0.209169,0.209814,0.209169,14204.0,0.209814,1
2017-04-23,0.15046700000000002,0.209252,0.070643,14163.0,0.20920500000000003,165
2017-04-24,0.12501500000000002,0.22464499999999998,0.122741,10207.0,0.150768,66
2017-04-25,0.126655,0.12675799999999998,0.124997,8466.0,0.12504500000000002,1
2017-04-26,0.17338800000000001,0.190065,0.07457000000000001,12867.0,0.190065,58
2017-04-27,0.21081,0.218574,0.171525,11746.0,0.173496,9
2017-04-28,0.20969699999999997,0.21297800000000003,0.207564,14272.0,0.210812,1
2017-04-29,0.290773,0.31764499999999996,0.290713,21505.0,0.31764499999999996,5
2017-04-30,0.13592100000000001,0.29087399999999997,0.133423,19687.0,0.29079,9
2017-05-01,0.110078,0.21930700000000003,0.10725699999999999,9205.0,0.135963,68
2017-05-02,0.145427,0.14543399999999998,0.10962000000000001,7449.0,0.11003399999999999,98
2017-05-03,0.168724,0.23974299999999998,0.133285,9852.0,0.145523,69
2017-05-04,0.245596,0.245596,0.168795,11427.0,0.168795,34
2017-05-05,0.130673,0.257846,0.13031900000000002,16661.0,0.24610700000000002,103
2017-05-06,0.21312199999999998,0.21312199999999998,0.128619,8854.0,0.13078800000000002,24
2017-05-07,0.131427,0.21390900000000002,0.10032100000000001,14435.0,0.213213,51
2017-05-08,0.122358,0.135965,0.10528699999999999,8899.0,0.131444,65
2017-05-09,0.100424,0.124833,0.09754299999999999,8286.0,0.122396,59
2017-05-10,0.06768500000000001,0.100716,0.067274,6803.0,0.100491,12
2017-05-11,0.071096,0.071595,0.067065,4590.0,0.06780599999999999,1
2017-05-12,0.11871300000000001,0.12643,0.057990999999999994,8543.0,0.126191,30
2017-05-13,0.120728,0.121857,0.112877,8020.0,0.118467,24
2017-05-15,0.298528,0.30159400000000003,0.042952,2929.0,0.043269999999999996,6
2017-05-16,0.182615,0.298297,0.12643,20180.0,0.298086,179
2017-05-17,0.18946400000000002,0.19077,0.180645,12360.0,0.182566,1
2017-05-18,0.196938,0.19728099999999998,0.188875,12820.0,0.189363,6
2017-05-19,0.202828,0.20438199999999998,0.197052,13340.0,0.197052,6
2017-05-20,0.213869,0.213981,0.20486300000000002,14073.0,0.207866,46
2017-05-21,0.212412,0.21822199999999997,0.20875,14474.0,0.213792,88
2017-05-22,0.22056399999999998,0.23510999999999999,0.211367,14429.0,0.213126,73
2017-05-23,0.237193,0.238211,0.220241,14910.0,0.220241,56
2017-05-24,0.098025,0.433252,0.07915,16077.0,0.237479,670
2017-05-25,0.183779,0.203014,0.07447000000000001,6624.0,0.09784,92
2017-05-26,0.08092,0.20591399999999999,0.073033,12351.0,0.18243,20
2017-05-27,0.06614400000000001,0.083621,0.064631,5496.0,0.081188,7
2017-05-28,0.377375,0.38069400000000003,0.06654,4505.0,0.06654,150
2017-05-29,0.197897,0.38164699999999996,0.196579,25497.0,0.37661100000000003,105
2017-05-30,0.130895,0.262468,0.129374,13413.0,0.198127,22
2017-05-31,0.185084,0.187253,0.131301,8896.0,0.131408,233
2017-06-01,0.1647,0.190976,0.047705000000000004,12541.0,0.185248,304
2017-06-02,0.16151,0.167127,0.13908099999999998,11155.0,0.164774,13
2017-06-03,0.155995,0.161602,0.046286,10929.0,0.161439,206
2017-06-04,0.201006,0.202809,0.15171199999999999,10532.0,0.155574,0
2017-06-05,0.100324,0.2039,0.056088,13611.0,0.201042,40
2017-06-06,0.153679,0.15498599999999998,0.047777999999999994,6813.0,0.100628,117
2017-06-07,0.13386099999999998,0.163698,0.13147999999999999,10407.0,0.153718,36
2017-06-08,0.099463,0.139923,0.098288,9108.0,0.134534,56
2017-06-09,0.356923,0.357072,0.098866,6723.0,0.09930599999999999,1376
2017-06-10,0.420731,0.796281,0.329189,24200.0,0.357459,4693
2017-06-11,0.372291,0.5344979999999999,0.350831,36139.0,0.533816,934
2017-06-12,0.141204,0.387422,0.13460899999999998,25171.0,0.371797,1079
2017-06-13,0.33869299999999997,0.340432,0.140732,9528.0,0.140732,1553
2017-06-14,0.256871,0.339341,0.225135,22916.0,0.338495,274
2017-06-15,0.297066,0.29825999999999997,0.19159,17389.0,0.25686,431
2017-06-16,0.323251,0.325123,0.23847,20097.0,0.29684699999999997,89
2017-06-17,0.307155,0.323251,0.24980100000000002,21884.0,0.323251,47
2017-06-18,0.245429,0.307155,0.245429,20794.0,0.307155,16
2017-06-19,0.11928499999999999,0.24605300000000002,0.11681199999999999,16616.0,0.245429,117
2017-06-20,0.19984000000000002,0.246029,0.11280599999999999,8076.0,0.11928499999999999,59
2017-06-21,0.294823,0.294823,0.19984000000000002,13529.0,0.19984000000000002,20
2017-06-22,0.348472,0.45236400000000004,0.245854,19960.0,0.294823,287
2017-06-23,0.307236,0.49549,0.14247100000000001,23592.0,0.348472,1434
2017-06-24,0.179394,0.362036,0.15980899999999998,20798.0,0.307201,1086
2017-06-25,0.139818,0.185496,0.138905,12117.0,0.178983,111
2017-06-26,0.26297600000000004,0.398534,0.18845599999999998,13294.0,0.196358,524
2017-06-27,0.187357,0.27279200000000003,0.136229,18224.0,0.26918400000000003,8
2017-06-28,0.179123,0.22323800000000002,0.140295,12767.0,0.188578,1026
2017-06-29,0.18373299999999998,0.186325,0.109892,12115.0,0.178957,67
2017-06-30,0.20597800000000002,0.219798,0.136251,12464.0,0.184099,418
2017-07-01,0.45199300000000003,0.48403500000000005,0.20572600000000002,13939.0,0.20589899999999997,6222
2017-07-02,0.624671,0.665388,0.421951,30596.0,0.451938,12927
2017-07-03,0.26476700000000003,0.6243569999999999,0.24595999999999998,42135.0,0.62237,2283
2017-07-04,0.217283,0.37300500000000003,0.213827,17884.0,0.264165,1261
2017-07-05,0.230264,0.324416,0.143205,14702.0,0.217166,1038
2017-07-06,0.189088,0.338719,0.152504,15597.0,0.23037800000000003,2781
2017-07-07,0.372447,0.37390500000000004,0.164024,12811.0,0.189227,6097
2017-07-08,0.24014899999999997,0.592368,0.171494,25234.0,0.372737,6526
2017-07-09,0.170124,0.24118,0.170124,16273.0,0.240364,203
2017-07-10,0.158551,0.242259,0.15419000000000002,11540.0,0.170455,211
2017-07-11,0.151266,0.17033099999999998,0.109423,11392.0,0.168275,683
2017-07-12,0.133957,0.155925,0.132664,10226.0,0.151042,206
2017-07-13,0.0922,0.186855,0.090246,9076.0,0.13405699999999998,358
2017-07-14,0.117171,0.139519,0.089226,6174.0,0.091196,323
2017-07-15,0.062809,0.117146,0.062809,7916.0,0.116933,14
2017-07-16,0.141372,0.151751,0.041227999999999994,4239.0,0.06262000000000001,1470
2017-07-17,0.154301,0.154555,0.08677,9560.0,0.141216,410
2017-07-18,0.13865,0.163941,0.068164,10473.0,0.154699,815
2017-07-19,0.111382,0.145218,0.10546900000000001,9402.0,0.13887,519
2017-07-20,0.10844200000000001,0.141484,0.101751,7518.0,0.111047,550
2017-07-21,0.12751700000000002,0.137575,0.10255299999999999,7396.0,0.10924600000000001,211
2017-07-22,0.11135999999999999,0.134476,0.10733699999999999,8631.0,0.127492,267
2017-07-23,0.095683,0.128181,0.083195,7539.0,0.11136099999999999,608
2017-07-24,0.08871,0.119099,0.08643300000000001,6470.0,0.095571,38
2017-07-25,0.086686,0.089309,0.078752,6005.0,0.088701,65
2017-07-26,0.07522899999999999,0.110239,0.07234199999999999,5871.0,0.086725,243
2017-07-27,0.092934,0.110588,0.073325,5107.0,0.075442,16
2017-07-28,0.091023,0.123992,0.089062,6311.0,0.093216,156
2017-07-29,0.10856099999999999,0.11723599999999999,0.078996,6139.0,0.090678,232
2017-07-30,0.092865,0.10875699999999999,0.052262,7349.0,0.108545,264
2017-07-31,0.08831,0.095947,0.062464,6293.0,0.09296,277
2017-08-01,0.056317,0.09665,0.055759,5982.0,0.088353,39
2017-08-02,0.080867,0.09235399999999999,0.055334,3812.0,0.056305999999999995,91
2017-08-03,0.080843,0.081598,0.073121,5484.0,0.081011,20
2017-08-04,0.057116999999999994,0.08612,0.05656799999999999,5472.0,0.080823,225
2017-08-05,0.065347,0.089546,0.054662,3865.0,0.057092,72
2017-08-06,0.07494400000000001,0.086138,0.040335,4425.0,0.065362,50
2017-08-07,0.067224,0.075123,0.058307000000000005,5062.0,0.074777,5
2017-08-08,0.05282100000000001,0.06907999999999999,0.05121900000000001,4556.0,0.06729199999999999,75
2017-08-09,0.092191,0.092191,0.050183,3574.0,0.052785000000000006,385
2017-08-10,0.080147,0.099297,0.040309,6242.0,0.0922,560
2017-08-11,0.076461,0.082165,0.046820999999999995,5426.0,0.08014199999999999,119
2017-08-12,0.048895,0.076917,0.047924,5172.0,0.076402,548
2017-08-13,0.048307,0.054464,0.035144,3307.0,0.04885,264
2017-08-14,0.042725,0.048831,0.02277,3272.0,0.048337,259
2017-08-15,0.02669,0.06981799999999999,0.020798,2900.0,0.042839999999999996,64
2017-08-16,0.056053,0.056063,0.025313,1809.0,0.026719,497
2017-08-17,0.03449,0.05691,0.034481,3791.0,0.056001999999999996,52
2017-08-18,0.034972,0.06048099999999999,0.033918000000000004,2328.0,0.034385,39
2017-08-19,0.038981,0.0534,0.017518000000000002,2366.0,0.034942,626
2017-08-20,0.052161,0.052292,0.017388999999999998,2627.0,0.038799,356
2017-08-21,0.040694,0.05995399999999999,0.027072000000000002,3518.0,0.051967,448
2017-08-22,0.036094,0.040802,0.026869999999999998,2762.0,0.040802,124
2017-08-23,0.041309,0.06982100000000001,0.034268,2439.0,0.036019999999999996,3142
2017-08-24,0.13931400000000002,0.252459,0.040641000000000004,2798.0,0.041322000000000005,7428
2017-08-25,0.142586,0.47978699999999996,0.082194,5565.0,0.082194,7165
2017-08-26,0.217268,0.28125700000000003,0.09361699999999999,9672.0,0.14286,222
2017-08-27,0.142956,0.31450100000000003,0.058861000000000004,14705.0,0.21721100000000002,235
2017-08-28,0.09986,0.280679,0.059124,9668.0,0.142806,2708
2017-08-29,0.11338499999999999,0.15326900000000002,0.088023,9276.0,0.137014,1793
2017-08-30,0.086894,0.11926800000000001,0.078007,7666.0,0.11323399999999999,875
2017-08-31,0.097985,0.099025,0.084823,5872.0,0.086743,111
2017-09-01,0.080907,0.10766500000000001,0.07508200000000001,6635.0,0.09800199999999999,572
2017-09-02,0.08022699999999999,0.081157,0.06021900000000001,5484.0,0.081009,877
2017-09-03,0.060351999999999996,0.086578,0.058174000000000003,5435.0,0.080279,480
2017-09-04,0.057479999999999996,0.075794,0.057479999999999996,4087.0,0.060372,166
2017-09-05,0.05609,0.070299,0.055963,3912.0,0.057777999999999996,275
2017-09-06,0.046981,0.059338,0.046042,3802.0,0.056153999999999996,247
2017-09-07,0.046329,0.060773,0.045251,3175.0,0.046891,618
2017-09-08,0.061978,0.068588,0.043401999999999996,3137.0,0.046338,535
2017-09-09,0.056359000000000006,0.062259,0.033152999999999995,4204.0,0.062098,99
2017-09-10,0.057808000000000005,0.058277999999999996,0.042526999999999995,3806.0,0.056214,44
2017-09-11,0.078292,0.096294,0.031708,3926.0,0.057990999999999994,255
2017-09-12,0.038796,0.079064,0.038495999999999996,5305.0,0.07836699999999999,515
2017-09-13,0.087148,0.089072,0.034444,2617.0,0.038649,28
2017-09-14,0.034003,0.088305,0.026077,5900.0,0.087143,126
2017-09-15,0.050449,0.053521000000000006,0.025569,2320.0,0.034268,54
2017-09-16,0.045604,0.062064,0.038961,3474.0,0.051319000000000004,143
2017-09-17,0.035528,0.045656999999999996,0.035072000000000006,3091.0,0.045656999999999996,151
2017-09-18,0.033324,0.068466,0.009294,2400.0,0.035457,1442
2017-09-19,0.022668,0.036893,0.012299,2262.0,0.033405000000000004,3067
2017-09-20,0.016374,0.025455000000000002,0.016335,1533.0,0.022638,846
2017-09-21,0.017511000000000002,0.021741,0.005763,1103.0,0.016294,2519
2017-09-22,0.012996,0.019844,0.012778,1182.0,0.017458,1806
2017-09-23,0.016748,0.017091,0.012894999999999998,877.0,0.012955000000000001,909
2017-09-24,0.014171000000000001,0.016762,0.011687999999999999,1134.0,0.016746,913
2017-09-25,0.013302000000000001,0.015740999999999998,0.013302000000000001,958.0,0.014156,649
2017-09-26,0.012778,0.013356999999999999,0.011512999999999999,866.0,0.012794,279
2017-09-27,0.012674,0.013947999999999999,0.012657999999999999,870.0,0.012846000000000002,243
2017-09-28,0.024273,0.031076999999999997,0.012186,858.0,0.012675,1182
2017-09-29,0.014504,0.024336,0.010367,1642.0,0.024255000000000002,592
2017-09-30,0.014072,0.020704,0.013280000000000002,982.0,0.014506,401
2017-10-01,0.013078,0.014596000000000001,0.010066,953.0,0.01408,141
2017-10-02,0.009198,0.015559,0.00896,885.0,0.013072,346
2017-10-03,0.009124,0.013500999999999999,0.008036,623.0,0.009198999999999999,518
2017-10-04,0.00851,0.010416,0.008477,619.0,0.009145,150
2017-10-05,0.008909,0.011028,0.005625,484.0,0.007147,821
2017-10-06,0.010799,0.010879999999999999,0.0077269999999999995,601.0,0.008879000000000001,469
2017-10-07,0.013156000000000001,0.016781,0.009071,731.0,0.010801999999999999,1149
2017-10-08,0.013977000000000002,0.014006999999999999,0.009125,888.0,0.013121,1196
2017-10-09,0.009907,0.014003999999999999,0.008715,946.0,0.013980000000000001,263
2017-10-10,0.009311,0.01006,0.00834,671.0,0.009906,230
2017-10-11,0.011670999999999999,0.012152,0.009235,630.0,0.009309999999999999,95
2017-10-12,0.017927000000000002,0.017927000000000002,0.009498999999999999,791.0,0.01168,163
2017-10-13,0.009949,0.018949,0.00851,1250.0,0.01846,296
2017-10-14,0.010397,0.010469,0.0076560000000000005,679.0,0.010031,47
2017-10-15,0.010714,0.010946,0.007789,705.0,0.010415,52
2017-10-16,0.009784000000000001,0.010823000000000001,0.006026,725.0,0.010716,599
2017-10-17,0.010079000000000001,0.010102,0.007107,662.0,0.009785,36
2017-10-18,0.009404000000000001,0.01008,0.0059039999999999995,682.0,0.01008,112
2017-10-19,0.010399,0.012164,0.006901999999999999,637.0,0.009409,655
2017-10-20,0.010448,0.011112,0.008204000000000001,704.0,0.010402,137
2017-10-21,0.010468,0.011713,0.006828,706.0,0.010426000000000001,257
2017-10-22,0.010542000000000001,0.010929000000000001,0.006908,709.0,0.010471,415
2017-10-23,0.009568,0.011373999999999999,0.007436,713.0,0.010525,1374
2017-10-24,0.009747,0.011014,0.005607,646.0,0.009547,492
2017-10-25,0.011077,0.011077,0.005279,660.0,0.00975,448
2017-10-26,0.01036,0.011085,0.007107,750.0,0.011075,1595
2017-10-27,0.009886,0.010572,0.006633,702.0,0.010362999999999999,281
2017-10-28,0.0099,0.010097,0.007205,671.0,0.009913,116
2017-10-29,0.010714,0.010764,0.007927,669.0,0.009887,158
2017-10-30,0.008309,0.010817,0.008186,721.0,0.010651,370
2017-10-31,0.008112000000000001,0.011355,0.00763,561.0,0.008281,29
2017-11-01,0.011640000000000001,0.011956999999999999,0.007654,549.0,0.008106,1108
2017-11-02,0.011317,0.012193,0.008367,789.0,0.011653,1438
2017-11-03,0.012075,0.012115,0.009717,765.0,0.011302,263
2017-11-04,0.011234000000000001,0.012208,0.008793,815.0,0.012044,757
2017-11-05,0.011654000000000001,0.011667,0.009503,759.0,0.011212999999999999,109
2017-11-06,0.011292,0.011715999999999999,0.008498,791.0,0.01168,664
2017-11-07,0.010993000000000001,0.011687000000000001,0.008702,763.0,0.011274,154
2017-11-08,0.012558,0.012559,0.00881,742.0,0.010959,529
2017-11-09,0.010782,0.012545,0.009161,849.0,0.012545,161
2017-11-10,0.008578,0.011308,0.0071790000000000005,732.0,0.010814,143
2017-11-11,0.009040000000000001,0.010103000000000001,0.006294,579.0,0.008546999999999999,245
2017-11-12,0.007268999999999999,0.009662,0.0070209999999999995,612.0,0.009033,108
2017-11-13,0.008277,0.008325,0.006586,493.0,0.00728,338
2017-11-14,0.0072629999999999995,0.008519,0.006052,562.0,0.008294,82
2017-11-15,0.007918999999999999,0.009155,0.007268000000000001,492.0,0.007268000000000001,30
2017-11-16,0.008565000000000001,0.011479000000000001,0.007603,539.0,0.00796,142
2017-11-17,0.011111,0.011195,0.008248,579.0,0.008551000000000001,857
2017-11-18,0.011569,0.011701999999999999,0.010426999999999999,749.0,0.011068999999999999,295
2017-11-19,0.012312,0.012312,0.009285,782.0,0.011547,187
2017-11-20,0.014584999999999999,0.014663999999999998,0.010502,833.0,0.012306000000000001,239
2017-11-21,0.013761,0.014591999999999999,0.010213,988.0,0.014587000000000001,248
2017-11-22,0.012918,0.014088999999999999,0.011021,934.0,0.013793999999999999,153
2017-11-23,0.012313,0.012977,0.010620000000000001,874.0,0.012912999999999999,219
2017-11-24,0.010071,0.012378,0.010043,832.0,0.012297,45
2017-11-25,0.011867,0.011867,0.008222,680.0,0.010051000000000001,281
2017-11-26,0.013041999999999998,0.013322,0.01185,803.0,0.011863,964
2017-11-27,0.013622,0.013645,0.012145,883.0,0.013045,105
2017-11-28,0.016894,0.016894,0.013525,925.0,0.013656999999999999,41
2017-11-29,0.014230000000000001,0.017283,0.011526999999999999,1143.0,0.016878,432
2017-11-30,0.011696999999999999,0.015408000000000002,0.009377,978.0,0.014447999999999999,306
2017-12-01,0.014053,0.015297,0.011196,788.0,0.011639,96
2017-12-02,0.012778,0.014293,0.011763,951.0,0.014041,91
2017-12-03,0.013333000000000001,0.014086000000000001,0.0126,866.0,0.012790000000000001,123
2017-12-04,0.014216999999999999,0.014216999999999999,0.011652,906.0,0.013378,238
2017-12-05,0.013368999999999999,0.014294,0.011609999999999999,964.0,0.014244999999999999,559
2017-12-06,0.016924,0.016924,0.011939,903.0,0.013338999999999998,186
2017-12-07,0.01818,0.018532,0.013696000000000002,1144.0,0.016895,439
2017-12-08,0.016117,0.018494999999999998,0.014223,1234.0,0.018223,19
2017-12-09,0.014606000000000001,0.016280000000000003,0.010361,1090.0,0.016101,90
2017-12-10,0.015511000000000002,0.015805,0.011008,993.0,0.014665000000000001,46
2017-12-11,0.009106999999999999,0.017163,0.009106999999999999,1043.0,0.015399000000000001,59
2017-12-12,0.016222999999999998,0.016399,0.008922,619.0,0.009136,155
2017-12-13,0.013471,0.016452,0.010676999999999999,1099.0,0.016236,191
2017-12-14,0.011428,0.013619,0.010718,909.0,0.013428,164
2017-12-15,0.024318,0.024678,0.011443,775.0,0.011446,2985
2017-12-16,0.024732,0.024928,0.014488,1649.0,0.024353,1254
2017-12-17,0.020982,0.024735,0.015869,1675.0,0.024735,1078
2017-12-18,0.016822999999999998,0.021044999999999998,0.013309999999999999,1425.0,0.021044999999999998,1109
2017-12-19,0.016049,0.019865,0.015776,1140.0,0.016837,385
2017-12-20,0.015783000000000002,0.01623,0.014597,1085.0,0.016033000000000002,35
2017-12-21,0.011588,0.016350999999999997,0.011531999999999999,1071.0,0.015824,290
2017-12-22,0.012841,0.014658000000000001,0.010461,787.0,0.011628,77
2017-12-23,0.013580000000000002,0.014718,0.01278,878.0,0.012962000000000001,15
2017-12-24,0.013384,0.013827,0.012064,930.0,0.013730000000000001,16
2017-12-25,0.017988,0.018091,0.012036,916.0,0.013522999999999999,162
2017-12-26,0.019306999999999998,0.020981,0.014537999999999999,1217.0,0.017969,311
2017-12-27,0.017103,0.020202,0.014280000000000001,1308.0,0.019321,72
2017-12-28,0.015750999999999998,0.017124,0.0124,1155.0,0.017067,440
2017-12-29,0.018456,0.019014,0.013184,1077.0,0.015913999999999998,609
2017-12-30,0.01581,0.018416,0.012766,1246.0,0.01841,298
2017-12-31,0.017131,0.018149000000000002,0.014542,1059.0,0.015639,408
2018-01-01,0.020119,0.020246,0.014657,1164.0,0.017197,477
2018-01-02,0.022333000000000002,0.02244,0.015322,1362.0,0.020117,832
2018-01-03,0.018305000000000002,0.023587,0.017269999999999997,1507.0,0.022254,228
